user_id,group,cancelled_7d,revenue
10927,control,0,139.63
10928,control,0,143.67
10929,control,0,150.33
10930,control,0,123.56
10931,control,0,128.9
10932,control,0,103.87
10933,control,0,175.77
10934,control,0,145.71
10935,control,0,185.93
10936,control,1,211.31
10937,control,0,86.96
10938,control,0,99.8
10939,control,0,191.51
10940,control,0,134.74
10941,control,0,154.84
10942,control,0,155.01
10943,control,0,93.12
10944,control,0,180.36
10945,control,0,164.94
10946,control,0,89.49
10947,control,1,140.09
10948,control,0,143.46
10949,control,1,194.85
10950,control,0,220.39
10951,control,0,149.5
10952,control,0,49.16
10953,control,0,193.57
10954,control,0,281.88
10955,control,0,193.07
10956,control,0,133.63
10957,control,0,174.06
10958,control,0,198.02
10959,control,0,156.78
10960,control,0,228.9
10961,control,0,82.06
10962,control,0,125.76
10963,control,0,177.55
10964,control,0,191.9
10965,control,0,117.17
10966,control,0,122.84
10967,control,0,110.01
10968,control,0,105.32
10969,control,0,181.14
10970,control,0,147.75
10971,control,1,227.84
10972,control,0,84.38
10973,control,0,140.57
10974,control,0,194.15
10975,control,0,170.66
10976,control,1,84.11
10977,control,0,219.13
10978,control,0,155.75
10979,control,0,265.02
10980,control,0,142.07
10981,control,0,219.48
10982,control,0,128.5
10983,control,0,135.83
10984,control,0,179.64
10985,control,0,47.87
10986,control,0,28.86
10987,control,0,109.38
10988,control,0,72.03
10989,control,0,14.66
10990,control,0,194.55
10991,control,0,102.53
10992,control,0,129.38
10993,control,0,158.35
10994,control,0,180.27
10995,control,0,166.97
10996,control,1,162.13
10997,control,0,178.17
10998,control,0,120.02
10999,control,0,107.24
11000,control,0,10.98
11001,control,0,188.3
11002,control,0,108.87
11003,control,0,269.01
11004,control,0,194.27
11005,control,1,207.01
11006,control,0,192.34
11007,control,0,181.84
11008,control,0,178.56
11009,control,0,184.14
11010,control,0,160.5
11011,control,0,113.01
11012,control,1,79.28
11013,control,0,175.37
11014,control,0,227.49
11015,control,1,142.48
11016,control,0,159.09
11017,control,1,70.95
11018,control,0,122.76
11019,control,1,76.27
11020,control,0,80.44
11021,control,0,155.92
11022,control,1,146.54
11023,control,0,197.26
11024,control,0,195.97
11025,control,0,97.56
11026,control,0,33.86
11027,control,0,93.09
11028,control,0,107.37
11029,control,0,183.12
11030,control,0,186.75
11031,control,0,147.21
11032,control,0,194.41
11033,control,0,303.74
11034,control,0,142.89
11035,control,1,136.01
11036,control,0,99.56
11037,control,0,169.13
11038,control,1,218.24
11039,control,0,120.08
11040,control,0,126.53
11041,control,0,118.71
11042,control,1,80.95
11043,control,0,158.05
11044,control,0,160.2
11045,control,0,147.52
11046,control,0,260.34
11047,control,0,174.01
11048,control,0,83.02
11049,control,0,187.94
11050,control,0,129.63
11051,control,0,130.27
11052,control,0,139.59
11053,control,0,132.88
11054,control,1,166.2
11055,control,0,276.92
11056,control,0,127.9
11057,control,1,155.34
11058,control,0,164.06
11059,control,0,119.24
11060,control,0,125.91
11061,control,0,209.61
11062,control,0,119.38
11063,control,0,96.72
11064,control,0,256.98
11065,control,0,77.69
11066,control,0,203.0
11067,control,0,137.92
11068,control,0,77.09
11069,control,0,127.39
11070,control,0,136.46
11071,control,1,52.19
11072,control,0,175.67
11073,control,0,169.63
11074,control,0,129.1
11075,control,0,178.41
11076,control,0,162.25
11077,control,0,227.62
11078,control,0,85.32
11079,control,0,132.44
11080,control,1,210.07
11081,control,0,182.48
11082,control,0,11.9
11083,control,0,49.85
11084,control,0,150.05
11085,control,0,248.39
11086,control,1,124.1
11087,control,0,188.94
11088,control,0,154.96
11089,control,0,184.73
11090,control,1,214.24
11091,control,0,206.65
11092,control,0,204.54
11093,control,0,113.1
11094,control,0,140.93
11095,control,0,181.11
11096,control,0,178.95
11097,control,0,185.68
11098,control,0,43.88
11099,control,1,221.82
11100,control,0,47.8
11101,control,0,104.95
11102,control,0,161.72
11103,control,0,148.24
11104,control,0,235.12
11105,control,0,79.75
11106,control,0,128.15
11107,control,0,31.84
11108,control,0,157.9
11109,control,0,137.51
11110,control,0,75.6
11111,control,0,228.55
11112,control,0,214.8
11113,control,0,154.33
11114,control,0,218.31
11115,control,0,144.45
11116,control,1,192.82
11117,control,0,201.79
11118,control,0,85.88
11119,control,0,175.95
11120,control,0,160.1
11121,control,0,88.55
11122,control,0,73.35
11123,control,0,179.87
11124,control,0,133.09
11125,control,0,62.11
11126,control,0,184.77
11127,control,0,206.09
11128,control,0,79.74
11129,control,0,149.91
11130,control,0,241.11
11131,control,0,95.32
11132,control,0,252.43
11133,control,0,130.57
11134,control,0,145.79
11135,control,0,66.32
11136,control,0,68.51
11137,control,0,110.64
11138,control,0,203.14
11139,control,1,290.44
11140,control,0,306.36
11141,control,1,142.61
11142,control,0,128.61
11143,control,0,90.95
11144,control,0,216.88
11145,control,0,106.44
11146,control,0,135.77
11147,control,0,179.82
11148,control,0,177.08
11149,control,0,113.37
11150,control,0,144.29
11151,control,0,114.97
11152,control,0,100.05
11153,control,0,88.49
11154,control,0,61.71
11155,control,0,171.71
11156,control,1,135.56
11157,control,0,81.87
11158,control,0,76.33
11159,control,0,75.39
11160,control,0,113.27
11161,control,0,217.54
11162,control,0,109.12
11163,control,0,183.46
11164,control,0,243.63
11165,control,0,160.11
11166,control,0,104.11
11167,control,0,144.63
11168,control,0,147.4
11169,control,0,253.66
11170,control,0,46.06
11171,control,0,216.94
11172,control,1,45.42
11173,control,0,198.7
11174,control,1,125.44
11175,control,0,259.55
11176,control,0,190.42
11177,control,1,184.41
11178,control,0,93.49
11179,control,0,258.32
11180,control,0,318.9
11181,control,1,270.69
11182,control,0,89.81
11183,control,0,138.61
11184,control,0,78.69
11185,control,1,113.43
11186,control,0,167.01
11187,control,0,193.78
11188,control,0,181.98
11189,control,0,46.75
11190,control,0,147.82
11191,control,0,181.05
11192,control,0,206.92
11193,control,0,175.69
11194,control,0,179.32
11195,control,0,135.71
11196,control,0,166.31
11197,control,0,305.08
11198,control,0,222.42
11199,control,1,171.88
11200,control,0,193.72
11201,control,0,154.55
11202,control,0,154.26
11203,control,0,207.03
11204,control,1,114.06
11205,control,1,142.23
11206,control,0,67.79
11207,control,0,196.58
11208,control,0,214.18
11209,control,0,186.18
11210,control,0,135.94
11211,control,0,147.35
11212,control,0,158.81
11213,control,0,215.69
11214,control,0,212.19
11215,control,0,63.92
11216,control,0,97.31
11217,control,0,176.07
11218,control,0,69.69
11219,control,0,205.12
11220,control,0,133.48
11221,control,0,192.43
11222,control,0,152.05
11223,control,1,144.08
11224,control,0,84.78
11225,control,0,117.15
11226,control,0,143.08
11227,control,1,141.09
11228,control,0,193.45
11229,control,0,111.44
11230,control,0,148.22
11231,control,0,240.27
11232,control,0,199.29
11233,control,0,156.29
11234,control,0,62.52
11235,control,0,67.58
11236,control,0,188.24
11237,control,0,194.39
11238,control,0,33.3
11239,control,0,191.99
11240,control,0,116.27
11241,control,0,125.68
11242,control,0,203.33
11243,control,0,193.94
11244,control,0,144.08
11245,control,0,191.29
11246,control,0,128.19
11247,control,0,102.61
11248,control,0,225.6
11249,control,0,229.55
11250,control,0,111.39
11251,control,0,117.97
11252,control,0,203.48
11253,control,1,108.39
11254,control,0,198.05
11255,control,1,88.53
11256,control,0,132.8
11257,control,0,208.72
11258,control,0,91.86
11259,control,0,114.72
11260,control,0,172.58
11261,control,0,42.11
11262,control,0,154.37
11263,control,0,219.67
11264,control,0,201.89
11265,control,0,147.02
11266,control,0,151.24
11267,control,0,239.51
11268,control,1,232.23
11269,control,0,144.32
11270,control,0,112.22
11271,control,0,201.44
11272,control,0,217.83
11273,control,0,232.72
11274,control,0,185.02
11275,control,0,128.63
11276,control,0,49.8
11277,control,0,266.3
11278,control,0,246.17
11279,control,0,103.98
11280,control,0,161.44
11281,control,0,136.75
11282,control,1,153.97
11283,control,0,125.98
11284,control,0,191.49
11285,control,0,81.96
11286,control,1,126.37
11287,control,0,202.41
11288,control,0,31.59
11289,control,0,168.51
11290,control,0,117.13
11291,control,0,246.92
11292,control,0,169.75
11293,control,0,102.78
11294,control,0,237.12
11295,control,0,151.31
11296,control,0,157.88
11297,control,0,203.24
11298,control,0,113.65
11299,control,0,236.84
11300,control,0,184.62
11301,control,0,111.52
11302,control,0,124.05
11303,control,0,74.62
11304,control,0,168.46
11305,control,0,139.33
11306,control,1,168.76
11307,control,0,47.9
11308,control,0,118.57
11309,control,0,91.07
11310,control,0,179.58
11311,control,0,113.89
11312,control,0,178.22
11313,control,1,118.02
11314,control,1,247.57
11315,control,0,153.1
11316,control,0,204.95
11317,control,0,143.2
11318,control,0,205.37
11319,control,1,103.62
11320,control,0,147.48
11321,control,0,122.1
11322,control,0,262.12
11323,control,0,78.68
11324,control,1,274.22
11325,control,0,67.54
11326,control,0,194.16
11327,control,0,112.69
11328,control,0,165.29
11329,control,0,139.75
11330,control,0,100.17
11331,control,0,154.86
11332,control,0,124.97
11333,control,0,184.28
11334,control,0,89.67
11335,control,0,178.35
11336,control,0,201.85
11337,control,0,143.51
11338,control,0,70.63
11339,control,0,253.94
11340,control,0,178.02
11341,control,0,106.74
11342,control,0,179.63
11343,control,0,49.46
11344,control,0,220.58
11345,control,1,277.47
11346,control,1,199.45
11347,control,0,89.82
11348,control,0,30.66
11349,control,0,231.84
11350,control,0,141.15
11351,control,0,126.51
11352,control,0,219.9
11353,control,0,114.58
11354,control,0,195.74
11355,control,0,151.42
11356,control,0,164.82
11357,control,1,247.76
11358,control,0,120.66
11359,control,0,115.18
11360,control,0,137.87
11361,control,0,77.83
11362,control,0,206.19
11363,control,0,198.21
11364,control,0,149.44
11365,control,0,94.55
11366,control,0,-14.71
11367,control,1,99.98
11368,control,0,136.13
11369,control,1,36.05
11370,control,1,299.67
11371,control,0,174.93
11372,control,0,182.67
11373,control,0,141.0
11374,control,1,194.25
11375,control,0,131.95
11376,control,0,140.28
11377,control,0,234.3
11378,control,0,215.88
11379,control,0,149.34
11380,control,0,271.35
11381,control,0,145.08
11382,control,0,119.65
11383,control,0,157.62
11384,control,0,168.05
11385,control,0,78.46
11386,control,0,179.25
11387,control,0,276.88
11388,control,1,207.0
11389,control,0,189.84
11390,control,0,178.82
11391,control,0,90.13
11392,control,0,90.21
11393,control,0,159.79
11394,control,0,124.31
11395,control,0,63.2
11396,control,0,128.96
11397,control,0,177.04
11398,control,0,184.82
11399,control,0,100.03
11400,control,0,147.25
11401,control,0,174.89
11402,control,0,73.9
11403,control,0,103.65
11404,control,0,149.21
11405,control,0,95.45
11406,control,0,130.32
11407,control,0,299.75
11408,control,0,59.57
11409,control,0,235.48
11410,control,0,170.5
11411,control,0,76.56
11412,control,0,190.72
11413,control,0,152.57
11414,control,0,222.32
11415,control,0,189.63
11416,control,1,161.78
11417,control,0,131.61
11418,control,0,220.14
11419,control,0,126.48
11420,control,0,65.99
11421,control,0,36.25
11422,control,1,75.84
11423,control,0,198.18
11424,control,0,128.21
11425,control,0,103.68
11426,control,0,123.99
11427,control,0,199.77
11428,control,0,188.0
11429,control,0,159.72
11430,control,0,114.01
11431,control,0,126.57
11432,control,1,142.06
11433,control,0,96.32
11434,control,0,143.37
11435,control,0,93.19
11436,control,0,171.95
11437,control,1,178.69
11438,control,0,217.03
11439,control,0,165.63
11440,control,0,163.73
11441,control,0,99.86
11442,control,0,147.15
11443,control,0,88.65
11444,control,0,47.74
11445,control,0,134.09
11446,control,0,119.77
11447,control,0,186.69
11448,control,0,92.3
11449,control,0,318.81
11450,control,0,121.2
11451,control,0,145.78
11452,control,0,115.99
11453,control,0,196.67
11454,control,1,137.17
11455,control,0,91.24
11456,control,0,39.99
11457,control,0,184.44
11458,control,1,188.99
11459,control,0,170.56
11460,control,0,137.09
11461,control,0,130.85
11462,control,0,196.65
11463,control,0,143.94
11464,control,0,217.47
11465,control,0,144.06
11466,control,0,141.88
11467,control,0,172.25
11468,control,0,233.5
11469,control,0,220.6
11470,control,0,147.11
11471,control,0,127.58
11472,control,1,77.5
11473,control,0,191.52
11474,control,0,42.97
11475,control,0,252.31
11476,control,0,200.59
11477,control,0,105.24
11478,control,0,223.85
11479,control,0,182.89
11480,control,0,178.06
11481,control,0,133.98
11482,control,0,183.16
11483,control,0,64.99
11484,control,0,153.77
11485,control,0,109.21
11486,control,0,132.72
11487,control,0,108.67
11488,control,0,111.74
11489,control,0,227.31
11490,control,1,64.03
11491,control,0,174.52
11492,control,0,82.16
11493,control,0,229.29
11494,control,0,175.67
11495,control,0,65.72
11496,control,0,170.08
11497,control,0,108.25
11498,control,0,163.61
11499,control,1,70.29
11500,control,0,223.86
11501,control,0,30.16
11502,control,0,101.55
11503,control,0,85.08
11504,control,0,172.76
11505,control,0,120.45
11506,control,0,138.94
11507,control,0,111.51
11508,control,0,67.89
11509,control,0,136.29
11510,control,0,71.83
11511,control,0,40.08
11512,control,0,187.56
11513,control,0,75.66
11514,control,0,237.43
11515,control,0,235.06
11516,control,0,203.14
11517,control,0,81.85
11518,control,0,277.3
11519,control,0,8.85
11520,control,0,97.02
11521,control,0,199.99
11522,control,0,195.28
11523,control,0,106.49
11524,control,0,102.86
11525,control,0,137.08
11526,control,0,144.78
11527,control,0,121.83
11528,control,0,249.48
11529,control,0,108.98
11530,control,1,237.99
11531,control,0,174.36
11532,control,1,211.15
11533,control,0,60.31
11534,control,0,211.68
11535,control,0,209.56
11536,control,1,110.04
11537,control,0,200.88
11538,control,0,61.21
11539,control,0,121.52
11540,control,0,220.03
11541,control,0,139.08
11542,control,0,134.15
11543,control,0,234.27
11544,control,0,32.79
11545,control,0,139.34
11546,control,0,146.04
11547,control,1,102.2
11548,control,0,232.45
11549,control,1,95.4
11550,control,0,96.15
11551,control,0,1.67
11552,control,0,216.64
11553,control,0,130.24
11554,control,0,130.35
11555,control,0,137.21
11556,control,0,221.6
11557,control,0,246.77
11558,control,0,46.05
11559,control,0,122.22
11560,control,0,81.89
11561,control,0,136.58
11562,control,0,144.54
11563,control,0,46.88
11564,control,0,172.12
11565,control,0,123.05
11566,control,0,196.83
11567,control,0,151.82
11568,control,0,47.03
11569,control,0,186.88
11570,control,0,69.6
11571,control,0,76.11
11572,control,0,130.99
11573,control,0,132.89
11574,control,0,44.79
11575,control,0,141.13
11576,control,0,144.66
11577,control,1,142.31
11578,control,0,48.72
11579,control,0,158.63
11580,control,0,187.17
11581,control,0,69.2
11582,control,0,85.47
11583,control,0,197.24
11584,control,0,244.8
11585,control,0,140.02
11586,control,0,123.03
11587,control,0,161.89
11588,control,0,231.38
11589,control,0,99.0
11590,control,0,120.96
11591,control,0,119.38
11592,control,0,65.0
11593,control,0,201.17
11594,control,0,165.67
11595,control,0,28.96
11596,control,0,149.32
11597,control,0,249.74
11598,control,0,166.52
11599,control,0,246.24
11600,control,0,116.39
11601,control,0,207.97
11602,control,1,228.9
11603,control,0,145.64
11604,control,0,125.33
11605,control,0,216.0
11606,control,0,182.4
11607,control,0,207.24
11608,control,0,174.79
11609,control,0,145.22
11610,control,1,144.68
11611,control,0,128.71
11612,control,0,174.02
11613,control,1,139.36
11614,control,0,165.2
11615,control,0,102.44
11616,control,0,98.9
11617,control,0,185.05
11618,control,1,173.31
11619,control,0,124.2
11620,control,0,232.61
11621,control,0,100.74
11622,control,0,176.24
11623,control,0,177.46
11624,control,0,153.21
11625,control,0,225.97
11626,control,0,247.64
11627,control,0,80.95
11628,control,0,13.49
11629,control,0,120.65
11630,control,1,91.02
11631,control,1,123.77
11632,control,0,259.17
11633,control,0,311.8
11634,control,0,93.11
11635,control,0,163.46
11636,control,0,162.1
11637,control,0,170.75
11638,control,0,67.77
11639,control,0,224.15
11640,control,1,204.12
11641,control,0,121.2
11642,control,0,223.85
11643,control,0,63.49
11644,control,0,48.4
11645,control,0,165.89
11646,control,0,175.87
11647,control,0,140.17
11648,control,0,216.44
11649,control,0,110.55
11650,control,0,222.26
11651,control,0,197.29
11652,control,0,261.77
11653,control,0,43.63
11654,control,0,120.82
11655,control,0,95.63
11656,control,1,196.62
11657,control,1,244.38
11658,control,0,127.68
11659,control,0,185.96
11660,control,0,236.62
11661,control,1,169.57
11662,control,0,192.09
11663,control,0,31.0
11664,control,0,243.95
11665,control,0,132.07
11666,control,0,310.19
11667,control,0,98.95
11668,control,0,178.47
11669,control,0,199.53
11670,control,0,-0.09
11671,control,0,256.64
11672,control,0,194.59
11673,control,1,60.33
11674,control,0,172.18
11675,control,0,171.84
11676,control,0,141.94
11677,control,0,114.24
11678,control,0,145.92
11679,control,0,201.68
11680,control,0,199.25
11681,control,0,150.51
11682,control,0,163.72
11683,control,0,142.38
11684,control,1,91.62
11685,control,0,146.56
11686,control,0,105.93
11687,control,0,90.27
11688,control,0,4.86
11689,control,0,125.47
11690,control,0,197.13
11691,control,0,223.39
11692,control,0,176.77
11693,control,1,72.27
11694,control,0,140.72
11695,control,0,80.71
11696,control,0,264.56
11697,control,1,126.76
11698,control,1,120.34
11699,control,0,205.37
11700,control,0,147.65
11701,control,0,214.3
11702,control,0,82.61
11703,control,0,155.34
11704,control,0,180.44
11705,control,0,-7.07
11706,control,1,109.04
11707,control,1,113.17
11708,control,0,153.31
11709,control,0,131.39
11710,control,0,167.76
11711,control,0,135.93
11712,control,0,218.84
11713,control,0,276.64
11714,control,0,59.97
11715,control,0,151.48
11716,control,0,215.18
11717,control,0,107.82
11718,control,0,166.79
11719,control,0,127.21
11720,control,0,89.79
11721,control,0,88.99
11722,control,0,1.74
11723,control,0,159.96
11724,control,0,163.91
11725,control,0,92.89
11726,control,0,133.21
11727,control,0,63.47
11728,control,0,181.95
11729,control,0,125.96
11730,control,0,196.24
11731,control,0,130.67
11732,control,0,90.74
11733,control,0,117.84
11734,control,0,240.49
11735,control,0,275.76
11736,control,0,59.58
11737,control,0,204.34
11738,control,0,83.5
11739,control,0,104.41
11740,control,0,162.54
11741,control,0,179.36
11742,control,0,106.31
11743,control,1,186.61
11744,control,0,221.05
11745,control,0,193.71
11746,control,0,92.03
11747,control,0,123.32
11748,control,0,202.51
11749,control,0,243.08
11750,control,0,73.74
11751,control,0,168.17
11752,control,0,194.06
11753,control,0,66.21
11754,control,0,211.13
11755,control,0,276.89
11756,control,0,189.83
11757,control,0,183.94
11758,control,1,104.93
11759,control,0,120.58
11760,control,0,111.17
11761,control,0,96.93
11762,control,0,135.47
11763,control,0,168.55
11764,control,0,98.54
11765,control,0,129.16
11766,control,0,169.14
11767,control,0,22.99
11768,control,0,206.96
11769,control,0,162.78
11770,control,0,163.6
11771,control,0,219.38
11772,control,0,206.29
11773,control,0,186.44
11774,control,1,166.78
11775,control,0,149.41
11776,control,0,115.15
11777,control,0,92.35
11778,control,0,173.24
11779,control,0,173.65
11780,control,0,158.47
11781,control,0,69.36
11782,control,0,-9.31
11783,control,0,153.34
11784,control,0,39.97
11785,control,0,169.07
11786,control,0,266.92
11787,control,0,169.87
11788,control,0,123.81
11789,control,0,87.25
11790,control,0,115.4
11791,control,0,147.79
11792,control,1,214.37
11793,control,0,158.41
11794,control,0,132.5
11795,control,0,190.38
11796,control,0,238.56
11797,control,0,168.81
11798,control,0,161.47
11799,control,0,50.4
11800,control,0,68.29
11801,control,0,60.61
11802,control,0,138.52
11803,control,1,99.97
11804,control,1,120.24
11805,control,0,99.21
11806,control,0,104.51
11807,control,0,38.75
11808,control,0,163.2
11809,control,0,192.01
11810,control,1,154.18
11811,control,1,171.89
11812,control,0,177.9
11813,control,0,175.51
11814,control,0,200.79
11815,control,0,221.44
11816,control,0,244.7
11817,control,0,34.45
11818,control,0,178.03
11819,control,0,77.4
11820,control,1,234.37
11821,control,0,153.96
11822,control,0,166.58
11823,control,0,157.03
11824,control,0,162.62
11825,control,0,248.84
11826,control,0,224.38
11827,control,1,246.27
11828,control,0,138.32
11829,control,0,22.52
11830,control,0,194.84
11831,control,0,83.01
11832,control,0,128.28
11833,control,1,146.27
11834,control,0,150.12
11835,control,0,188.63
11836,control,0,94.6
11837,control,0,187.59
11838,control,0,138.58
11839,control,0,306.13
11840,control,0,54.59
11841,control,0,157.65
11842,control,0,186.89
11843,control,0,125.33
11844,control,1,115.57
11845,control,0,229.47
11846,control,1,200.46
11847,control,0,102.07
11848,control,0,61.02
11849,control,1,185.31
11850,control,0,169.37
11851,control,0,184.26
11852,control,0,142.13
11853,control,0,201.53
11854,control,0,246.02
11855,control,0,241.83
11856,control,0,100.86
11857,control,0,299.98
11858,control,0,189.49
11859,control,0,64.41
11860,control,1,176.24
11861,control,0,163.77
11862,control,0,143.0
11863,control,1,137.8
11864,control,0,192.13
11865,control,0,192.37
11866,control,0,114.8
11867,control,0,117.85
11868,control,0,115.5
11869,control,0,139.51
11870,control,1,203.19
11871,control,0,222.15
11872,control,0,137.14
11873,control,0,215.94
11874,control,0,176.5
11875,control,1,157.98
11876,control,0,262.05
11877,control,0,169.75
11878,control,0,141.88
11879,control,0,200.14
11880,control,0,76.15
11881,control,0,136.84
11882,control,0,165.71
11883,control,0,193.16
11884,control,0,164.46
11885,control,0,72.66
11886,control,0,96.9
11887,control,0,124.14
11888,control,0,164.49
11889,control,0,72.18
11890,control,0,234.55
11891,control,0,168.77
11892,control,0,167.14
11893,control,0,139.61
11894,control,0,63.4
11895,control,0,155.45
11896,control,0,194.89
11897,control,0,140.8
11898,control,0,214.15
11899,control,0,146.26
11900,control,0,191.76
11901,control,1,143.36
11902,control,0,172.76
11903,control,0,202.09
11904,control,0,85.18
11905,control,0,188.84
11906,control,0,213.26
11907,control,0,281.42
11908,control,0,154.27
11909,control,0,24.05
11910,control,1,43.15
11911,control,0,96.77
11912,control,0,226.95
11913,control,1,281.81
11914,control,1,125.61
11915,control,1,153.2
11916,control,0,-4.87
11917,control,1,189.08
11918,control,0,158.06
11919,control,0,135.0
11920,control,0,92.19
11921,control,0,128.86
11922,control,0,69.29
11923,control,1,98.35
11924,control,0,73.76
11925,control,0,88.98
11926,control,0,80.69
11927,control,0,184.62
11928,control,0,81.01
11929,control,0,146.86
11930,control,0,84.48
11931,control,0,86.84
11932,control,0,84.47
11933,control,0,208.66
11934,control,0,139.05
11935,control,0,105.17
11936,control,0,89.75
11937,control,0,69.34
11938,control,0,106.9
11939,control,0,63.81
11940,control,0,123.92
11941,control,0,107.53
11942,control,0,103.25
11943,control,0,224.29
11944,control,1,135.36
11945,control,0,139.07
11946,control,0,226.92
11947,control,0,68.48
11948,control,0,120.78
11949,control,0,57.05
11950,control,1,154.22
11951,control,0,186.43
11952,control,0,4.51
11953,control,0,201.6
11954,control,0,168.66
11955,control,0,152.19
11956,control,0,75.49
11957,control,1,196.32
11958,control,0,250.97
11959,control,1,125.55
11960,control,1,130.95
11961,control,0,151.36
11962,control,0,126.03
11963,control,0,139.31
11964,control,0,211.71
11965,control,0,146.02
11966,control,0,167.4
11967,control,0,271.99
11968,control,0,237.86
11969,control,0,87.2
11970,control,0,254.66
11971,control,0,232.61
11972,control,0,239.66
11973,control,0,112.47
11974,control,0,162.69
11975,control,0,126.5
11976,control,0,157.26
11977,control,1,255.11
11978,control,0,158.4
11979,control,0,46.8
11980,control,0,127.61
11981,control,0,110.73
11982,control,0,257.39
11983,control,0,101.21
11984,control,0,125.57
11985,control,0,127.64
11986,control,0,245.98
11987,control,0,207.62
11988,control,0,184.08
11989,control,1,163.97
11990,control,0,162.9
11991,control,0,154.57
11992,control,1,273.32
11993,control,0,73.98
11994,control,1,-15.93
11995,control,0,176.58
11996,control,0,234.16
11997,control,0,161.13
11998,control,1,31.19
11999,control,0,194.75
12000,control,0,86.11
12001,control,0,72.98
12002,control,0,91.33
12003,control,0,53.48
12004,control,0,162.2
12005,control,1,111.13
12006,control,0,70.17
12007,control,0,292.79
12008,control,0,118.12
12009,control,1,153.1
12010,control,1,243.24
12011,control,0,190.65
12012,control,0,264.51
12013,control,0,108.23
12014,control,0,212.85
12015,control,0,179.43
12016,control,0,209.7
12017,control,0,200.66
12018,control,0,103.68
12019,control,0,319.41
12020,control,0,14.36
12021,control,0,98.15
12022,control,0,190.87
12023,control,1,167.44
12024,control,0,158.03
12025,control,0,192.93
12026,control,0,99.43
12027,control,0,200.39
12028,control,0,142.25
12029,control,0,234.06
12030,control,0,131.72
12031,control,0,178.07
12032,control,0,188.25
12033,control,0,204.31
12034,control,0,152.24
12035,control,0,132.81
12036,control,0,103.5
12037,control,0,179.17
12038,control,0,36.16
12039,control,0,168.53
12040,control,0,173.0
12041,control,0,262.44
12042,control,0,110.36
12043,control,0,161.26
12044,control,0,159.54
12045,control,0,83.64
12046,control,0,149.67
12047,control,1,69.51
12048,control,0,207.78
12049,control,0,185.44
12050,control,0,175.89
12051,control,0,111.78
12052,control,0,235.13
12053,control,0,84.91
12054,control,0,153.0
12055,control,0,79.85
12056,control,0,139.01
12057,control,0,226.26
12058,control,0,178.34
12059,control,0,94.74
12060,control,1,118.68
12061,control,0,127.23
12062,control,0,99.94
12063,control,0,166.36
12064,control,1,281.03
12065,control,0,116.43
12066,control,0,265.79
12067,control,1,149.78
12068,control,0,169.33
12069,control,0,165.65
12070,control,0,48.22
12071,control,0,177.28
12072,control,0,4.08
12073,control,1,162.55
12074,control,0,159.77
12075,control,0,57.91
12076,control,0,153.89
12077,control,0,132.43
12078,control,0,140.78
12079,control,0,141.39
12080,control,0,114.66
12081,control,0,154.54
12082,control,0,201.94
12083,control,0,135.66
12084,control,0,146.98
12085,control,0,188.95
12086,control,0,286.18
12087,control,0,138.43
12088,control,0,47.86
12089,control,0,96.2
12090,control,0,186.15
12091,control,0,240.76
12092,control,0,93.26
12093,control,0,147.39
12094,control,0,151.16
12095,control,0,103.87
12096,control,0,242.11
12097,control,0,219.84
12098,control,0,170.65
12099,control,0,124.81
12100,control,0,207.37
12101,control,0,180.84
12102,control,1,123.78
12103,control,0,208.29
12104,control,0,172.15
12105,control,0,50.36
12106,control,0,90.47
12107,control,0,70.24
12108,control,0,211.87
12109,control,0,107.87
12110,control,0,187.63
12111,control,0,280.31
12112,control,0,197.65
12113,control,0,124.86
12114,control,1,105.38
12115,control,0,131.62
12116,control,0,88.33
12117,control,0,81.33
12118,control,0,101.7
12119,control,0,181.93
12120,control,0,118.75
12121,control,0,136.48
12122,control,0,178.15
12123,control,1,193.63
12124,control,0,34.24
12125,control,1,46.6
12126,control,0,126.84
12127,control,1,83.11
12128,control,0,201.27
12129,control,0,122.17
12130,control,0,257.86
12131,control,0,120.72
12132,control,0,168.52
12133,control,0,109.98
12134,control,0,179.26
12135,control,0,180.58
12136,control,0,203.27
12137,control,0,141.94
12138,control,0,226.22
12139,control,0,167.98
12140,control,0,111.41
12141,control,1,111.84
12142,control,0,193.73
12143,control,0,225.86
12144,control,0,82.68
12145,control,0,195.06
12146,control,0,60.82
12147,control,0,112.95
12148,control,0,179.38
12149,control,0,99.15
12150,control,0,237.95
12151,control,0,186.51
12152,control,0,79.11
12153,control,0,189.33
12154,control,0,70.78
12155,control,0,150.22
12156,control,0,202.64
12157,control,0,192.56
12158,control,0,144.82
12159,control,0,129.34
12160,control,0,80.53
12161,control,0,160.96
12162,control,0,198.27
12163,control,0,273.88
12164,control,0,122.63
12165,control,0,200.8
12166,control,0,195.87
12167,control,0,121.41
12168,control,0,193.26
12169,control,0,101.02
12170,control,0,165.42
12171,control,0,137.32
12172,control,0,176.61
12173,control,1,181.39
12174,control,0,118.28
12175,control,0,149.42
12176,control,0,142.28
12177,control,0,84.63
12178,control,0,127.81
12179,control,0,115.26
12180,control,0,82.37
12181,control,0,101.77
12182,control,0,134.5
12183,control,0,153.3
12184,control,0,75.38
12185,control,0,222.02
12186,control,0,186.8
12187,control,0,144.89
12188,control,0,76.86
12189,control,0,137.25
12190,control,0,133.6
12191,control,0,85.17
12192,control,1,80.29
12193,control,0,195.99
12194,control,0,130.56
12195,control,0,203.13
12196,control,0,149.21
